Localidad;Tipo de propiedad;Direccion
SUBA;CONJUNTO RESIDENCIAL;KR55A#163-35 PICADILLY  Bogota Colombia
SUBA;EDIFICIO;CL125#37-64  MEDUSSA  Bogota Colombia
SUBA;EDIFICIO;CL124#47-06 GHARA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL137#55-32 SAN RAFAEL APARTAMENTOS Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;KR58#134-57 EL POBLAR Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL213#114-10 CAMINO DE ARRAYANES MANZANA 7 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL151C#107-79 ARBOLEDA DEL PARQUE Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR74#138-69 RESERVA DE GRATAMIRA PH Bogota Colombia
SUBA;EDIFICIO;CL145#40-45  TORRE PIJAO  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL181#76-50 VILLAS DE DUBAI  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR58A#135-04 ATICOS DEL NORTE 3 SEC U1 ET 1 2 3 Bogota Colombia
SUBA;EDIFICIO MULTIFAMILIAR;CL165B#56B-20 ITZATA RESERVADO  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL126#52A-92 BILBAO ETAPAS I Y II Bogota Colombia
SUBA;EDIFICIO;CL115#42-08 TOTARE Bogota Colombia
SUBA;EDIFICIO;KR90#147B-23 TORRE NIBO Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL132A#89-91 FENIX PROPIEDAD HORIZONTAL Bogota Colombia
SUBA;EDIFICIO;CL150A#50-20 FONTENEGRA Bogota Colombia
SUBA;EDIFICIO;CL146A#41-50 ANTILLAS Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;KR50#150A-85 MAZUREN AGRUPACION 08  Bogota Colombia
SUBA;EDIFICIO;CL104A#45A-60 SOTAVENTTO PH Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;TV60#97-35 SAN LUIS DE POTOSI Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL146A#56-30 VILLAS DE SANTA TERESA III  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR58B#135-49 PARQUES DE LA COLINA II Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;KR65#167-18MZ1 LOS PORTALES DEL NORTE II 1 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR54D#135-65 OCARINAS Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR114#147B-15 LAS FLORES LOTE III Bogota Colombia
SUBA;EDIFICIO;KR71C#101-33 AMAZONAS Bogota Colombia
SUBA;EDIFICIO;CL146#41-57 ULISES1 Bogota Colombia
SUBA;EDIFICIO;CL149#48-16 EL NARANJO Bogota Colombia
SUBA;EDIFICIO;CL149#45-63 AVANTI Bogota Colombia
SUBA;EDIFICIO;CL104#59-05 SUBA 104 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL156#92-71 ROSALES DE SUBA PRIMERA ETAPA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL160#72-51 PICASSO Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL165#52-54 ALBACETE Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL165#47-28 HUERTOS DE LA ESTANCIA Bogota Colombia
SUBA;EDIFICIO;DG106C#40A-69 PUENTE LARGO Bogota Colombia
SUBA;EDIFICIO;CL122#50-43 VERMELHO Bogota Colombia
SUBA;EDIFICIO;CL128B#58A-20 VILLA MARA Bogota Colombia
SUBA;EDIFICIO;CL119A#56A-73 NATURA  Bogota Colombia
SUBA;EDIFICIO;KR36#103-37 EL REFUGIO Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;DG177#71-80 ASUASAN   Bogota Colombia
SUBA;propiedad;KR75#150-50 GUAYACANES CONJUNTO RESIDENCIAL Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;TV44B#100-49 LA CANCIONETA Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;KR114F#145-45 LA FONTANA II TORRE U Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;DG152#54-55  URBANIZACIÓN MAZUREN MANZANA 23 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL146Bis#95A-30 ALTILLOS DE LA CAMPINA SUITES Bogota Colombia
SUBA;EDIFICIO;TV33C#118-26 RINCON DE SANTA MARIA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL209#77-92 TORREMOLINOS Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR54#140-36 QUINTAS DE LA COLINA Bogota Colombia
SUBA;CONJUNTO;CL182#45-25 ATICOS DE LA SABANA I ETAPA  Bogota Colombia
SUBA;EDIFICIO MULTIFAMILIAR;KR50#103B-61 SHAMBALA Bogota Colombia
SUBA;AGRUPACIÓN;KR49#238-60 EL ALCAPARRO Bogota Colombia
SUBA;EDIFICIO;CL122#47-91 NEW ART Bogota Colombia
SUBA;CONJUNTO CASAS;KR89#147B-79 AGORA 2 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;AC153#115-40 BOSQUES DE CAMINO VERDE 2 Bogota Colombia
SUBA;EDIFICIO;CL114A#58-14 FINO MORNASCO Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR102#155B-03 PRADOS DE SUBA SUPER LOTE 4 ETAPA 2 Bogota Colombia
SUBA;EDIFICIO MULTIFAMILIAR RESIDENCIAL;CL140B#101B-23 TRIPOLI Bogota Colombia
SUBA;EDIFICIO;CL132A#72-24 RENACER Bogota Colombia
SUBA;EDIFICIO;KR55A#134A-31 CANOVA PH Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR59#152B-74 COLINAS DE CANTABRIA MANZANA 9 Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;cra96No.152A-85 PINAR SUBA I SEGUNDA ETAPA Bogota Colombia
SUBA;CONJUNTO MULTIFAMILIAR;DG115#88-45 BOSQUES DE SAN JORGE UNIDAD I Bogota Colombia
SUBA;EDIFICIO;TV59B#128-63  IKONO Bogota Colombia
SUBA;PROYECTO;KR76#152B-77 VENTTO APARTAMENTOS Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;KR55#152-35 URBANIZACION MAZUREN 15 Bogota Colombia
SUBA;EDIFICIO;TV60#97A-14 VAN GOHG  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL169A#74-32 BALCONES DE TAKALI Bogota Colombia
SUBA;UNIDAD RESIDENCIAL;CL127BBis#41-69 NIZA IX 1 Bogota Colombia
SUBA;UNIDAD RESIDENCIAL;KR77#238-41 LAS ACACIAS Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL48#166-66 ADRIANA DEL PILAR BRITALIA NORTE Bogota Colombia
SUBA;EDIFICIO;CL106B#59-50 PUENTE LARGO Bogota Colombia
SUBA;EDIFICIO;KR53#106-44 PORTAL 106 PROPIEDAD HORIZONTAL Bogota Colombia
SUBA;EDIFICIO;CL149#53-35 LOS URAPANES Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR102#155-19 PRADOS DE SUBA SUPERLOTE 3 ETAPA 1 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL169#67-55 PARQUE PIJAO II ETAPA SECTOR A Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR47#169-50 IBENZA Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;KR52A#134A-63 CALUA  Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;CL188A#46-10 MIRANDELA 4 Bogota Colombia
SUBA;EDIFICIO;CL118#40-11 EL LABRADOR  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR54#152A-50  ACACIA REAL III Bogota Colombia
SUBA;EDIFICIO;CL138#58-25 COLINA CAMPESTRE NO 19 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL; CARRERA 80 # 146 - 07   ALTOS DE TORRELADERA PRIMERA, SEGUNDA Y TERCERA ETAPA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR57#138-66 SURALA II Bogota Colombia
SUBA;EDIFICIO;KR35#105-21 VENECIA Bogota Colombia
SUBA;EDIFICIO;CL123#70B-67 PARQUE RESERVADO NIZA IV Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL147C#97-20  ALTILLOS DE LA CAMPIÑA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR69D#96-39 SANTILLANA PH Bogota Colombia
SUBA;EDIFICIO MULTIFAMILIAR;CL135#58B-21 EDIFICIO FIJAR PARQUES DE LA COLINA I Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL154A#94-54 CANTABRIA PROPIEDAD HORIZONTAL Bogota Colombia
SUBA;EDIFICIO;KR57#117D-50 BARLOVENTO Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;CL152#55A-10 URBANIZACION MAZUREN 16 Bogota Colombia
SUBA;AGRUPACIÓN;CL127A#53A-45ADOS DE LOTES CENTRO EMPRESARIAL COLPATRIA  Bogota Colombia
SUBA;EDIFICIO RESIDENCIAL;KR51#102A-36 ALTADENA Bogota Colombia
SUBA;CONJUNTO;CL107#53-20 TORRES DE ZAMORA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR73#152B-65 EBANO Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL169A#62-26 TORRES DE VILLA JULIA Bogota Colombia
SUBA;CONJUNTO;KR48#144A-58 MONTECARLO II PARQUE RESIDENCIAL  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR50A#174B-06 PLAZA BAVIERA IV Bogota Colombia
SUBA;AGRUPACIÓN MULTIFAMILIAR;KR113C#143A-20 CIUDADELA CAFAM III Bogota Colombia
SUBA;EDIFICIOS MULTIFAMILIARES;CL115#54-54 ALHAMBRA I  Bogota Colombia
SUBA;EDIFICIO;CL145#40-27 PORTAL DE LA SABANA Bogota Colombia
SUBA;PROYECTO;KR106A#156-98 SAUCES DE SUBA Bogota Colombia
SUBA;CONJUNTO CERRADO;KR100#148-57OFAD  LA CAMPIÑA DEL REFOUS II. Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL138#47-17 FUERTEVENTURA 4 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;AK72#128B-65AD CERROS DE SOTILEZA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL146A#95B-14 EL ARRAYAN Bogota Colombia
SUBA;EDIFICIO;KR54A#169-45 ORION Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL139#72A-60 PLAZA VALLARTA ETAPA III Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR55#160-63 RINCON DEL CARMEL Bogota Colombia
SUBA;CONJUNTO;KR103B#152-51 VILLA IMPERIAL PRIMERA ETAPA Bogota Colombia
SUBA;EDIFICIO;AK45#232-35AD CENTRO COMERCIAL BIMA PROPIEDAD HORIZONTAL Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR46A#137-60 PORTAL DE LA COLINA Bogota Colombia
SUBA;EDIFICIO;AK61#127B-98 EL BALCON DE LINDARA ETAPA 8 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL164#43-32 LA ESPERANZA I Y II ETAPAS Bogota Colombia
SUBA;EDIFICIO;CL122#47-67 SANTA ANA  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL138#73-52 CASAS DE ALCALA I Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL137#92-50 LA FLORESTA DE SUBA Bogota Colombia
SUBA;CENTRO EMPRESARIAL;KR67#167-61 COLINA OFFICE PARK Bogota Colombia
SUBA;CONJUNTO;KR56#167C-74 LA BELLA FONTANA Bogota Colombia
SUBA;EDIFICIO;KR53#134-31 BRISAS DE IBERIA II ETAPA Bogota Colombia
SUBA;EDIFICIO;AC116#45-30/45-24 ROUND SQUARE 116 Bogota Colombia
SUBA;EDIFICIO;KR46#143-70 PRADO COMERCIAL 143 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL148#54C-91 SANTA HELENA DE BAVIERA II ETAPA Bogota Colombia
SUBA;CONJUNTO MULTIFAMILIAR;Diagonal 146 # 136 A - 59 YERBAMORA  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL161#54-87 CORINTO  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL94#72A-95 CLAROS DEL BOSQUE Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR84C#128-44 MI CASA Bogota Colombia
SUBA;EDIFICIO;TV33A#123-53 PIEDRA BONITA Bogota Colombia
SUBA;EDIFICIO RESIDENCIAL;KR53#123B-36EDRINCONDELOSALERCESPH RINCON DE LOS ALERCES PH Bogota Colombia
SUBA;APARTAMENTOS;KR47#106A-65 EL REMANSO Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR87A#127-48 CONJUNTO RESIDENCIAL COLINAS DE SANJORGE Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;AC117#89-35 BARILOCHE Bogota Colombia
SUBA;EDIFICIO;CL148#56A-11 RESERVA CAMPESTRE 4 Bogota Colombia
SUBA;EDIFICIO;KR46#123-86 UNICORNIO Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR56#167C-94 TRENTO 169 PH Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR123#130C-95 LA FRATERNIDAD Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL159#54-81 NILO Bogota Colombia
SUBA;EDIFICIO;KR53#104B-35   OFICINAS GRUPO 7 TORRE I Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL134#59A-81 PORTON DE IBERIA  Bogota Colombia
SUBA;EDIFICIO;CL106#56-33 PARQUE PUENTE LARGO Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR109A#150B-79 IMPERIAL RESRVADO II P H  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR145#145A-61 QUINTAS DE SANTA RITA VI ETAPA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL128#48-26  PORTALES DEL PRADO  Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;KR65#100-20 LA RABIDA Bogota Colombia
SUBA;EDIFICIO;KR55A#134A-91 BALCONES DE LA COLINA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR72A#121-48 EL MIRADOR DEL PUERTO III  Bogota Colombia
SUBA;CENTRO COMERCIAL;AK58#127-59 BULEVAR NIZA   Bogota Colombia
SUBA;AGRUPACIÓN;CL148#95-16AGAGAG LA BELLA SUBA Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;KR77A#129-25 BOSQUES DE ALAVA Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;CL154A#95-71 CAMPANELLA III Bogota Colombia
SUBA;EDIFICIO;KR51#102A-20 TRIBEKA Bogota Colombia
SUBA;EDIFICIO;CL162#76-99 MARIA CAMILA  Bogota Colombia
SUBA;EDIFICIO;CL165B#56-33 ARABELLA  Bogota Colombia
SUBA;CASA;KR54#106B-08 GOPALA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL95#71-75 MIRADORES DE PONTEVEDRA ETAPA 1 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR95A#138-65 BOSQUE CENTRAL DE SUBA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR43A#145-87 OLMOS DE LA COLINA 1 Y 2 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR54C#147-21 SANTA HELENA DE BAVIERA ETAPA 1  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL138#54-60 TRIGALES COLINA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL147C#95A-40  MIRADOR DE LA CAMPIÑA 2 Bogota Colombia
SUBA;EDIFICIO;KR53A#116-26 GUATAPURI Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL156#92-56 BOSQUES DEL PORTAL Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL131A#53-60 PORTAL DE LA SULTANA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;TV91#137-70 PORTAL DE SUBA PH Bogota Colombia
SUBA;CENTRO COMERCIAL;CL167A#44-69  PLAZA 167 Bogota Colombia
SUBA;EDIFICIO;KR55A#134A-85 EL PORTAL DE BOCACOLINA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;TV67#82A-87 ALTORREAL Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR56A#129B-68CJ PLAZUELA DE IBERIA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR111A#148-88 CAPRIANI 2 APARTAMENTOS P H  Bogota Colombia
SUBA;EDIFICIO;CL106B#54-63 SORRENTO Bogota Colombia
SUBA;EDIFICIO;KR53#104B-48ADAD ALICANTE Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL124#57-45 PROVENZA ROYAL Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL152C#72-87 TECA Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;CL152#47-40 URBANIZACION MAZUREN II SECTOR MANZANA 4 Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;CL167#74-32 TAKALI DE PIEDAMONTE 1ERA ETAPA. Bogota Colombia
SUBA;CENTRO COMERCIAL;CL154#59-15 MULTIDRIVE  Bogota Colombia
SUBA;AGRUPACIÓN;KR145#144C-52 LOS URAPANES DE ARBOLEDAS DE LA FONTANA Bogota Colombia
SUBA;CONJUNTO MULTIFAMILIAR;KR58C#129-25 EL RINCON DE LAS VILLAS Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;CL152#56-72 URBANIZACION MAZUREN MANZANA 20 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;Calle 152b No. 58c - 50  Colinas de Cantabria IV Manzana 8 Bogota Colombia
SUBA;EDIFICIO;CL135#45A-55 SPRING ART Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR104#152-25 PARQUE IMPERIAL II Bogota Colombia
SUBA;EDIFICIO;TV56#105-05 TORRES DE PERALONSO I Bogota Colombia
SUBA;;CL127A#53A-45 TORRE II CENTRO EMPRESARIAL COLPATRIA PH Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR91#157-85 ARAGON II Bogota Colombia
SUBA;EDIFICIO;CL113#55-378 TOLOTA 2 Bogota Colombia
SUBA;EDIFICIO;KR53#123A-24 MAJESTIC Bogota Colombia
SUBA;EDIFICIO;CL106A#48-35 ACENTO Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL144#46-41 TARRAGONA Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;CL137A#73-30 BOSQUES DE GRATAMIRA II  Bogota Colombia
SUBA;EDIFICIO;KR56A#148-86 COLINA REAL PARQUE RESIDENCIAL Bogota Colombia
SUBA;EDIFICIO;DG182#67-90 BONAIRE II Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR91#99A-34 PUNTA DEL ESTE LOTE 1 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR72#152B-49 TORRES SEVILLA II Bogota Colombia
SUBA;COPROPIEDAD;KR54#153-75 VINTAGE Bogota Colombia
SUBA;AGRUPACIÓN;KR141#142F-41AGCJ CIUDADELA CAFAM Bogota Colombia
SUBA;EDIFICIO MULTIFAMILIAR;KR58#134A-52 ATICOS COLINA NORTE BLOQUE UNO Bogota Colombia
SUBA;EDIFICIO;KR53#144-15 SAN RAFAEL 144  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR38A#125A-75 ATABANZA II Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;TV119#153-27 BOSQUES DE CAMINO VERDE AGRUPACION 1 Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;AC145#128-40 TAYAZAL DE SUBA Bogota Colombia
SUBA;EDIFICIO;CL106#56-41 CIENT6 TORRE EMPRESARIAL ETAPA I  Bogota Colombia
SUBA;EDIFICIO;CL115#58-18 ILARCO 3 Bogota Colombia
SUBA;EDIFICIO;TV119#145-44 LA FONTANA III Bogota Colombia
SUBA;EDIFICIO;KR56#161-40 CARMEL RESERVADO II Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;KR79C#127C-45 EL BALCON DE LINDARAJA UNIDAD TRES  Bogota Colombia
SUBA;EDIFICIO;CL118#52B-21 COLPATRIA ALHAMBRA 5Y6 Bogota Colombia
SUBA;CONJUNTO;KR62#165A-88 COLINA CLUB RESIDENCIAL Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL165#54-30 SAN REMO II Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;CL127C#78A-47 EL BALCON DE LINDARAJA UNIDAD UNO Bogota Colombia
SUBA;CASA;KR141A#144C-12 ABADIA DE SUBA SUPERMANZANA 4 Bogota Colombia
SUBA;EDIFICIO;KR68A#100-34 FLORESTA VI TORRES LA FLORESTA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL160#72-64 QUINTAS DE SANTA MARIA III Bogota Colombia
SUBA;EDIFICIO;KR59#152-49LC301 COMPOSTELA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR95A#136-47 EL BOSQUE DE SUBA AGRUPACION 4 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR59A#136-39 BALCONES DE SEGOVIA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR90#159A-35AD COLINAS DEL PINAR Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;AK127#58-45 127 LIVING Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL128C#45A-41 VALDEPENAS Bogota Colombia
SUBA;UNIDAD RESIDENCIAL;KR55A#187-51 SAN PEDRO PLAZA I Bogota Colombia
SUBA;CENTRO EMPRESARIAL;Calle 98 # 70 - 91 PONTEVEDRA Bogota Colombia
SUBA;CONJUNTO CERRADO;CL173A#68-51 ARROYUELO Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;CL160#63A-32 QUINTAS DE SANTA MARIA I Y II Bogota Colombia
SUBA;EDIFICIO;CL106A#54-81 LOS PORTALES Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR54#152-52  ACACIA REAL  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL128D#86B-14 VILLA ALCAZAR Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;KR55#151-69 URBANIZACION MAZUREN 12 Bogota Colombia
SUBA;AGRUPACIÓN;AK72#238-44 EL MANGLE Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR61#171-41 CAMINOS DE SAN JOSE Bogota Colombia
SUBA;EDIFICIO;KR106#54-89 EDIFICIO BERMELLON PROPIEDAD HORIZONTAL Bogota Colombia
SUBA;EDIFICIO;CL106#49B-05 TEMIS Bogota Colombia
SUBA;EDIFICIO;CL150#50-30ED SAMOA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;DG151B#136A-75 VILLAS DE HATO CHICO II Bogota Colombia
SUBA;EDIFICIO MULTIFAMILIAR;CL104B#54-26 TORRES DEL CERRITO Bogota Colombia
SUBA;EDIFICIO;KR46#123-46 BALCONES DE ANDALUCIA Bogota Colombia
SUBA;PROYECTO;KR80#150-31 TORRELADERA CASAS BOSQUE RESERVADO Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;DG151#145-53 QUINTAS DE SANTA RITA II Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL130#53D-27CJ TORRES DE MONTEIBERIA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL119A#57-97 LAGOS DE CORDOBA ETAPA 1 Bogota Colombia
SUBA;AGRUPACIÓN;KR61#238B-50 LAS FUCSIAS DE SAN SIMON  Bogota Colombia
SUBA;CONJUNTO;CL152#72-85 PALOS VERDES MONTANAR PRIMERA ETAPA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;TV119#146A-40 LAS FLORES LOTE 1 Bogota Colombia
SUBA;CASA;CL142C#142-51 CIUDADELA CAFAM II AGRUPACION 9 Bogota Colombia
SUBA;EDIFICIO;KR56#169A-35 SYRAH PH Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL138#72-30 ALMERIA DE SAN LUIS  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR56#152B-60 VERSALLES RESERVADO PH Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR88ABisB#128B-54 YOPASA Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;CL127C#78A-32 EL BALCON DE LINDARAJA UNIDAD DOS Bogota Colombia
SUBA;EDIFICIO;CL137#50-43 SPRING Bogota Colombia
SUBA;EDIFICIO;KR52A#123-61 LOS FRAYLES Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR84A#145-91 ARREBOLES PRIMERA ETAPA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL Y COMERCIAL;CL151C#107-10 PARQUE IMPERIAL Bogota Colombia
SUBA;EDIFICIO;KR53#103B-42 OFICINAS GRUPO 7 TORRE II  Bogota Colombia
SUBA;EDIFICIO;KR54#128C-74 JERICO VI  Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR46#138-93 PLAZUELA DE MORETTO Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL146#138A-04 RESERVA FONTANAR Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;KR58C#145-70 LOS CAMINOS DE SAN LORENZO Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL146C#94C-21 MOLINOS DE LA CAMPINA Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL168#65-37 PRADOS DE LA SABANA I ETAPA PARQUE RESIDENCIAL Bogota Colombia
SUBA;EDIFICIO;KR54#105-45AD EL MUROIS Bogota Colombia
SUBA;;KR50#104B-11 JHAMFLOP Bogota Colombia
SUBA;EDIFICIO;CL91#147C-19 ALTOS DE SAN ROQUE  Bogota Colombia
SUBA;EDIFICIO;CL153#103B-76 PINAR PLAZA  Bogota Colombia
SUBA;EDIFICIO;CL127A#71B-89 MIRADOR DEL PARQUE  Bogota Colombia
SUBA;EDIFICIO;CL151A#45-66 RIVIERA NORTE 1 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL163B#50-32 ESTANCIA Bogota Colombia
SUBA;EDIFICIO;CL126#47-25 SAN MIGUEL DE ASTURIAS Bogota Colombia
SUBA;AGRUPACIÓN;CL128B#72-35 ANTIGUA HELVETIA Bogota Colombia
SUBA;CONJUNTO CERRADO;CL150A#100-25 LA CAMPINA DEL REFOUS I Bogota Colombia
SUBA;EDIFICIO;KR50#121-35 TERRAZAS 1 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR86#146-61 SUASIA Bogota Colombia
SUBA;EDIFICIO;KR49#165-73ED PALAU 165 Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;CL57A#131A-14 IBERIA 14 Bogota Colombia
SUBA;AGRUPACIÓN DE VIVIENDA;CL136#59-43 PRADOS DE LA COLINA I Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR56#145-51 COLINAS DE SANTA PAULA Bogota Colombia
SUBA;EDIFICIO;KR59A#136-25 MONTERREY Bogota Colombia
SUBA;CONJUNTO RESIDENCIAL;KR136A#145-30 PLAZUELAS DE SAN MARTIN III Bogota Colombia
SUBA;EDIFICIO;CL134D#49-35 BALU Bogota Colombia
